项目名称,负责人工号,承担单位,开始时间,立项年度,项目结束时间,项目子类,甲方单位,合同金额,科研认领金额,财务上账金额,审核状态,立项途径,合同状态
互联网信息协作服务项目,7130692,数字文化与传媒研究中心,2018-06-01,2018,2019-05-31,咨询/外币结算,成都市公安局龙泉驿区分局,16,16,15.533981,财务通过，立项完成,直接立项,进行中
基于表面等离子体的光推进机理研究,5225243,信息地学研究中心,2018-06-01,2018,2018-12-31,技术开发,北京控制工程研究所,5,5,4.854369,财务通过，立项完成,直接立项,进行中
Turbo码识别分析技术研究,5225217,信息与通信工程学院,2018-06-01,2018,2019-06-30,技术开发,中国人民解放军总参谋部第五十七研究所,30,30,30,财务通过，立项完成,直接立项,进行中
成都市软件产业生态圈发展研究报告,7110829,信息与软件工程学院（示范性软件学院）,2018-06-01,2018,2018-09-30,技术开发,成都天府软件园有限公司,8.4,8.4,8.15534,财务通过，立项完成,直接立项,进行中
国外非传统外骨骼技术发展研究,7120646,机械与电气工程学院,2018-06-01,2018,2018-10-30,技术开发,中国人民解放军军事科学院国防科技创新研究院,20,20,19.417476,财务通过，立项完成,直接立项,进行中
XXX体系结构发展研究,5224358,通信抗干扰技术国家级重点实验室,2018-06-01,2018,2018-10-31,技术开发,中国人民解放军军事科学院国防科技创新研究院,25,25,24.271844,财务通过，立项完成,直接立项,进行中
薄膜摩擦材料工艺技术研究,7182699,电子科学与工程学院（示范性微电子学院）,2018-06-01,2018,2019-03-31,技术开发,中国工程物理研究院电子工程研究所,32.5,32.5,31.553318,财务通过，立项完成,直接立项,进行中
一种XXX系统的知识产权咨询服务,5231090,电子科学与工程学院（示范性微电子学院）,2018-06-01,2018,2019-05-30,咨询/外币结算,中国电子科技集团公司第十研究所,1.8,1.8,1.747573,财务通过，立项完成,直接立项,进行中
低成本小型化微波脑卒中扫描仪,7190638,生命科学与技术学院,2018-06-01,2018,2020-06-01,技术开发,北京协同创新研究院,60,54,54,财务通过，立项完成,直接立项,进行中
智慧环保云平台研究与开发,7060728,信息地学研究中心,2018-06-01,2018,2019-05-31,技术开发,上海崇研科技有限公司,100,40,40,财务通过，立项完成,直接立项,进行中
适用于大田氨损失实时监测预警的高精度氨气传感器,7110599,光电科学与工程学院,2018-06-01,2018,2018-12-31,技术开发,中国农业科学院农业信息研究所,6,6,5.825243,财务通过，立项完成,直接立项,进行中
深圳市医疗健康信息互联互通标准化成熟度测评试点单位咨询服务协议书 (2018),7160730,计算机科学与工程学院（网络空间安全学院）,2018-06-01,2018,2019-12-31,技术开发,中国医学科学院肿瘤医院深圳医院,9,0,0,学校通过,直接立项,进行中
基于干涉合成孔径雷达（InSAR）高位远程滑坡早期识别、监测与预警研究,7120634,资源与环境学院,2018-06-01,2018,2019-05-31,技术开发,四川省地质环境监测总站,15,15,15,财务通过，立项完成,直接立项,进行中
深圳市医疗健康信息互联互通标准化成熟度测评试点单位咨询服务协议书 (2018),7160730,计算机科学与工程学院（网络空间安全学院）,2018-06-01,2018,2019-12-31,技术开发,深圳市中医院,9,9,8.737864,财务通过，立项完成,直接立项,进行中
2017年度成都市阅读指数测评,5222306,公共管理学院,2018-06-01,2018,2020-07-01,咨询/外币结算,成都市文化广电新闻出版局,20,20,19.417476,财务通过，立项完成,直接立项,进行中
自动驾驶智能电动车技术研发,7080626,光电科学与工程学院,2018-06-01,2018,2021-05-31,技术开发,成都智乘优趣智能科技有限公司,100,10,10,财务通过，立项完成,直接立项,进行中
基于机器学习的卫星信号高准确率载波检测技术,5230861,电子科学与工程学院（示范性微电子学院）,2018-06-01,2018,2019-06-30,技术开发,中国人民解放军总参谋部第五十七研究所器材装备处,20,20,20,财务通过，立项完成,直接立项,进行中
Turbo码识别分析技术研究,5230596,信息与通信工程学院,2018-06-01,2018,2019-06-30,技术开发,中国人民解放军总参谋部第五十七研究所器材装备处,30,0,0,学校通过,直接立项,进行中
微型磁探针阵列诊断技术研究,7140691,材料与能源学院,2018-06-01,2018,2018-06-30,技术开发,中国工程物理研究院物资部,14.56,14.56,14.135922,财务通过，立项完成,直接立项,进行中
低粒子阀门的分析验证和测试合作研发项目,5224959,机械与电气工程学院,2018-06-01,2018,2019-12-31,技术开发,川北真空科技（北京）有限公司,45,36,34.951456,财务通过，立项完成,直接立项,进行中
基于虚幻4引擎的家装软件的扩展功能研发项目,5224777,信息与软件工程学院（示范性软件学院）,2018-06-01,2018,2020-05-31,技术开发,成都市生活家装饰工程有限公司,20,14,14,财务通过，立项完成,直接立项,进行中
耐温高分子胶粘剂开发,7070696,材料与能源学院,2018-05-31,2018,2018-12-31,技术开发,浦尚工业设备（上海）有限公司,6.65,0,0,学校通过,直接立项,进行中
面向SDN轻量级探测技术,5223938,信息与通信工程学院,2018-05-31,2018,2019-05-31,技术开发,国家计算机网络与信息安全管理中心,76,76,73.786409,财务通过，立项完成,直接立项,进行中
云平台安全测试工具（二期）,5224908,综合电子系统技术教育部重点实验室(B类),2018-05-31,2018,2020-12-31,技术开发,成都国信安信息产业基地有限公司,19,19,19,财务通过，立项完成,直接立项,进行中
协同电子干扰方法研究与干扰效能仿真,7090829,信息与通信工程学院,2018-05-31,2018,2018-11-30,技术开发,北京机电工程研究所,27,27,27,财务通过，立项完成,直接立项,进行中
联网收费公路多义性路径识别系统检测,7110764,智慧城市研究中心,2018-05-30,2018,2019-05-30,技术开发,电子科技大学成都研究院,9.76,9.76,9.475728,财务通过，立项完成,直接立项,进行中
随钻多极子电路关键技术研究,5230777,自动化工程学院,2018-05-30,2018,2020-04-30,技术开发,中海油田服务股份有限公司,185,129.5,129.5,财务通过，立项完成,直接立项,进行中
基于PowerPC架构CPU板卡设计与开发,7100689,信息与通信工程学院,2018-05-30,2018,2018-12-31,技术开发,四川泛华航空仪表电器有限公司,47.8,47.8,47.8,财务通过，立项完成,直接立项,进行中
全机RCS仿真,5224980,电子科学与工程学院（示范性微电子学院）,2018-05-30,2018,2020-12-31,技术开发,成都飞机工业（集团）有限责任公司,40,40,38.834951,财务通过，立项完成,直接立项,进行中
设备资源虚拟化技术,7100818,计算机科学与工程学院（网络空间安全学院）,2018-05-30,2018,2020-12-31,技术开发,中国电子科技集团公司第二十九研究所,29.8,29.8,29.8,财务通过，立项完成,直接立项,进行中
数据流光纤传输稳相模块（采购合同）,8161627,光电科学与工程学院,2018-05-29,2018,2019-08-31,技术开发,中国工程物理研究院物资部,22.5,22.5,19.911504,财务通过，立项完成,直接立项,进行中
复杂气象条件下成像探测增强技术研制,5231074,信息与通信工程学院,2018-05-29,2018,2018-12-31,技术开发,中国电子科技集团公司第二十七研究所,20,20,20,财务通过，立项完成,直接立项,进行中
世界水能资源数据物流平台一期研发,8140657,计算机科学与工程学院（网络空间安全学院）,2018-05-29,2018,2018-12-31,服务,中国电建集团成都勘测设计研究院有限公司,44,0,0,学校通过,直接立项,进行中
微波腔技术外协及加工,7070670,电子科学与工程学院（示范性微电子学院）,2018-05-24,2018,2019-08-10,技术开发,华中科技大学,10.9,10.9,9.646018,财务通过，立项完成,直接立项,进行中
提升紧缩场实验室天线方向图测试精度方法研究,5224392,电子科学与工程学院（示范性微电子学院）,2018-05-23,2018,2018-12-01,技术开发,北京空间飞行器总体设计部,10,10,9.708738,财务通过，立项完成,直接立项,进行中
球面近场测试系统校准及误差分析,7182722,电子科学与工程学院（示范性微电子学院）,2018-05-23,2018,2018-12-31,技术开发,北京空间飞行器总体设计部,10,10,9.708738,财务通过，立项完成,直接立项,进行中
外场电磁兼容测试信号处理技术研究,8220601,电子科学与工程学院（示范性微电子学院）,2018-05-23,2018,2018-12-31,技术开发,北京空间飞行器总体设计部,10,10,9.708738,财务通过，立项完成,直接立项,进行中
信号生成与66路并行宽带DDC处理算法,5224602,信息与通信工程学院,2018-05-22,2018,2019-12-31,技术开发,中国人民解放军总参谋部第五十七研究所,29.8,29.8,29.8,财务通过，立项完成,直接立项,进行中
电子科技大学人工智能与AI领域咨询服务合同,8150634,机械与电气工程学院,2018-05-22,2018,2018-12-31,技术开发,华为终端（东莞）有限公司,20,20,19.417476,财务通过，立项完成,直接立项,进行中
信息系统开发技术支持与技术咨询服务,7110768,经济与管理学院,2018-05-22,2018,2020-05-21,咨询/外币结算,四川文心教育科技有限公司,20,15,14.563107,财务通过，立项完成,直接立项,进行中
热电器件的接触层制备技术研究,5230684,电子科学与工程学院（示范性微电子学院）,2018-05-21,2018,2018-11-20,技术开发,中国工程物理研究院核物理与化学研究所,4.6,4.6,4.466019,财务通过，立项完成,直接立项,进行中
“毫米波收发机”研制,8150594,电子科学与工程学院（示范性微电子学院）,2018-05-21,2018,2018-08-30,技术开发,成都吉纬科技有限公司,65,65,63.106797,财务通过，立项完成,直接立项,进行中
月球着陆地形三维激光点云与可见光快速融合重建技术研究,7100636,自动化工程学院,2018-05-21,2018,2019-05-20,技术开发,上海航天控制技术研究所,17.5656,17.5656,17.053982,财务通过，立项完成,直接立项,进行中
Q波段预失真器组件技术研究,5222777,电子科学与工程学院（示范性微电子学院）,2018-05-18,2018,2019-12-31,技术开发,中国电子科学技术集团公司第十二研究所,50,15,14.563107,财务通过，立项完成,直接立项,进行中
智能柜RFID系统关键核心技术研究,7110614,智慧城市研究中心,2018-05-17,2018,2019-05-31,技术开发,四川省电子信息产业技术研究院有限公司,42.5,42.5,41.262136,财务通过，立项完成,直接立项,进行中
复杂电子系统电磁干扰“场-线-路”协同仿真方法研究,5224005,机械与电气工程学院,2018-05-17,2018,2018-12-31,技术开发,中国工程物理研究院电子工程研究所,22.065,22.065,21.42233,财务通过，立项完成,直接立项,进行中
高性能储氚靶材,5224399,电子科学与工程学院（示范性微电子学院）,2018-05-17,2018,2019-05-31,技术开发,中国科学院高能物理研究所,25,25,25,财务通过，立项完成,直接立项,已结题
高频CCL基板材料测试开发,5220723,电子科学与工程学院（示范性微电子学院）,2018-05-16,2018,2019-03-31,技术开发,大金氟化工（中国）有限公司上海分公司,10,10,9.708736,财务通过，立项完成,直接立项,进行中
多尺度储层渗透性参数智能地震预测技术研究,7182718,资源与环境学院,2018-05-16,2018,2019-11-30,技术开发,中国石油集团科学院技术研究院,38,38,36.893204,财务通过，立项完成,直接立项,进行中
